FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,TotalDelayTime,FlightDelayStatus,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
IAH_CLE_27500,2004,11,14,7,10:25,14:01,156,IAH,CLE,1091,2004-11-14 14:01:00,12960,118,108,121,29.59,-95.22,+6,+5,14-11-2004,2004-11-14 10:25:00,60,2004-11-14 12:01:00,14-11-2004 14:01,0,2,14-11-2004,09:53,BKN012 OVC021,10SM,55.0,49.0,80.0,13.0,070,0.0,30.24,0.0,2004-11-14 09:53:00,14-11-2004,09:53,BKN012 OVC021,10SM,55.0,49.0,80.0,13.0,070,0.0,30.24,0.0,2004-11-14 09:53:00
BOS_DFW_48500,2004,5,27,4,16:51,20:03,252,BOS,DFW,1562,2004-05-27 20:03:00,14739,19,30,180,42.22,-71.01,+5,+6,27-5-2004,2004-05-27 16:51:00,-60,2004-05-27 22:03:00,27-05-2004 20:03,0,2,27-05-2004,09:54,OVC013,10SM,58.0,51.0,78.0,7,340,0.0,29.76,0.0,2004-05-27 09:54:00,27-05-2004,09:54,OVC013,10SM,58.0,51.0,78.0,7,340,0.0,29.76,0.0,2004-05-27 09:54:00
PDX_LAX_49136,2004,3,26,5,13:20,15:33,133,PDX,LAX,834,2004-03-26 15:33:00,24229,220,107,223,45.35,-122.36,+8,+8,26-3-2004,2004-03-26 13:20:00,0,2004-03-26 15:33:00,26-03-2004 15:33,0,2,26-03-2004,09:55,OVC032,10SM,49.0,41.0,74.0,14.0,200,19.0,29.69,0.01,2004-03-26 09:55:00,26-03-2004,09:55,OVC032,10SM,49.0,41.0,74.0,14.0,200,19.0,29.69,0.01,2004-03-26 09:55:00
ABQ_PHX_43576,2004,11,14,7,10:25,11:40,75,ABQ,PHX,328,2004-11-14 11:40:00,23050,5305,5314,5308,35.02,-106.37,+7,+7,14-11-2004,2004-11-14 10:25:00,0,2004-11-14 11:40:00,14-11-2004 11:40,0,2,14-11-2004,09:56,FEW045 SCT080 BKN120,10SM,41.0,28.0,60.0,15.0,100,0.0,24.96,0.0,2004-11-14 09:56:00,14-11-2004,09:56,FEW045 SCT080 BKN120,10SM,41.0,28.0,60.0,15.0,100,0.0,24.96,0.0,2004-11-14 09:56:00
EWR_SJU_51929,2004,11,24,3,08:45,13:35,230,EWR,SJU,1608,2004-11-24 13:35:00,14734,25,30,28,40.43,-74.1,+5,+4,24-11-2004,2004-11-24 08:45:00,60,2004-11-24 11:35:00,24-11-2004 13:35,0,2,24-11-2004,08:20,BKN008 OVC015,7SM,,,,7.0,080,0.0,,,2004-11-24 08:20:00,24-11-2004,09:51,BKN004 OVC008,3SM,53.0,51.0,93.0,7.0,100,0.0,29.99,,2004-11-24 09:51:00
RDU_ATL_46290,2004,9,14,2,09:40,10:53,73,RDU,ATL,356,2004-09-14 10:53:00,13722,427,437,430,35.52,-78.47,+5,+5,14-9-2004,2004-09-14 09:40:00,0,2004-09-14 10:53:00,14-09-2004 10:53,0,2,14-09-2004,08:51,FEW045 BKN090 BKN150 OVC200,7SM,71.0,64.0,79.0,6,070,0.0,29.76,,2004-09-14 08:51:00,14-09-2004,09:51,SCT020 BKN035 BKN090 OVC150,8SM,73.0,64.0,74.0,7,110,0.0,29.78,0.0,2004-09-14 09:51:00
PHF_LGA_49543,2004,7,10,6,17:47,19:02,75,PHF,LGA,288,2004-07-10 19:02:00,93741,56,51,59,37.08,-76.29,+5,+5,10-7-2004,2004-07-10 17:47:00,0,2004-07-10 19:02:00,10-07-2004 19:02,0,2,10-07-2004,09:54,CLR,10SM,81.0,72.0,74.0,8.0,080,0.0,30.05,0.0,2004-07-10 09:54:00,10-07-2004,09:54,CLR,10SM,81.0,72.0,74.0,8.0,080,0.0,30.05,0.0,2004-07-10 09:54:00
DCA_CVG_44675,2004,7,22,4,17:59,19:34,95,DCA,CVG,411,2004-07-22 19:34:00,13743,10,65,3,38.52,-77.02,+5,+5,22-7-2004,2004-07-22 17:59:00,0,2004-07-22 19:34:00,22-07-2004 19:34,0,2,22-07-2004,09:51,FEW060 BKN250,5SM,82.0,69.0,65.0,9.0,200,0.0,29.9,0.0,2004-07-22 09:51:00,22-07-2004,09:51,FEW060 BKN250,5SM,82.0,69.0,65.0,9.0,200,0.0,29.9,0.0,2004-07-22 09:51:00
OMA_ATL_51902,2004,9,27,1,17:49,21:00,131,OMA,ATL,821,2004-09-27 21:00:00,14942,1025,982,1028,41.19,-95.54,+6,+5,27-9-2004,2004-09-27 17:49:00,60,2004-09-27 19:00:00,27-09-2004 21:00,0,2,27-09-2004,09:52,CLR,10SM,68.0,55.0,63.0,6,190,0.0,29.04,0.0,2004-09-27 09:52:00,27-09-2004,09:52,CLR,10SM,68.0,55.0,63.0,6,190,0.0,29.04,0.0,2004-09-27 09:52:00
ORD_DCA_33376,2004,1,4,7,16:11,19:01,110,ORD,DCA,612,2004-01-04 19:01:00,94846,655,674,658,41.59,-87.55,+6,+5,4-1-2004,2004-01-04 16:11:00,60,2004-01-04 17:01:00,04-01-2004 19:01,0,2,04-01-2004,11:38,BKN007 OVC015,0.5SM,,,,14.0,050,20.0,,,2004-01-04 11:38:00,04-01-2004,11:38,BKN007 OVC015,0.5SM,,,,14.0,050,20.0,,,2004-01-04 11:38:00
DFW_OAK_44460,2004,7,5,1,15:50,17:38,228,DFW,OAK,1456,2004-07-05 17:38:00,3927,559,596,562,32.54,-97.02,+6,+8,5-7-2004,2004-07-05 15:50:00,-120,2004-07-05 21:38:00,05-07-2004 17:38,0,2,05-07-2004,09:53,FEW033 SCT150 SCT300,10SM,85.0,71.0,63.0,13,190,0.0,29.41,0.0,2004-07-05 09:53:00,05-07-2004,09:53,FEW033 SCT150 SCT300,10SM,85.0,71.0,63.0,13,190,0.0,29.41,0.0,2004-07-05 09:53:00
CLE_ORD_45701,2004,7,23,5,07:30,07:47,77,CLE,ORD,316,2004-07-23 07:47:00,14820,802,805,805,41.24,-81.51,+5,+6,23-7-2004,2004-07-23 07:30:00,-60,2004-07-23 09:47:00,23-07-2004 07:47,0,2,23-07-2004,06:51,SCT018 BKN070 OVC090,10SM,67.0,60.0,79.0,8.0,010,0.0,29.15,,2004-07-23 06:51:00,23-07-2004,06:51,SCT018 BKN070 OVC090,10SM,67.0,60.0,79.0,8.0,010,0.0,29.15,,2004-07-23 06:51:00
DFW_DTW_43640,2004,11,4,4,15:46,19:21,155,DFW,DTW,987,2004-11-04 19:21:00,3927,559,596,562,32.54,-97.02,+6,+5,4-11-2004,2004-11-04 15:46:00,60,2004-11-04 17:21:00,04-11-2004 19:21,0,2,04-11-2004,09:53,CLR,10SM,55.0,41.0,59.0,4.0,280,0.0,29.65,0.0,2004-11-04 09:53:00,04-11-2004,09:53,CLR,10SM,55.0,41.0,59.0,4.0,280,0.0,29.65,0.0,2004-11-04 09:53:00
DEN_BIS_45517,2004,9,5,7,10:08,12:38,90,DEN,BIS,517,2004-09-05 12:38:00,3017,5379,5431,5382,39.5,-104.4,+7,+6,5-9-2004,2004-09-05 10:08:00,60,2004-09-05 10:38:00,05-09-2004 12:38,0,2,05-09-2004,09:53,FEW050 SCT085 SCT120,10SM,65.0,37.0,36.0,12.0,350,0.0,24.63,0.0,2004-09-05 09:53:00,05-09-2004,09:53,FEW050 SCT085 SCT120,10SM,65.0,37.0,36.0,12.0,350,0.0,24.63,0.0,2004-09-05 09:53:00
MCO_BDL_45578,2004,7,11,7,14:15,16:55,160,MCO,BDL,1050,2004-07-11 19:20:00,12815,95,106,98,28.26,-81.19,+5,+5,11-7-2004,2004-07-11 14:15:00,0,2004-07-11 16:55:00,11-07-2004 16:55,145,1,11-07-2004,09:53,FEW027 SCT250,10SM,88.0,73.0,61.0,4.0,VRB,0.0,30.03,0.0,2004-07-11 09:53:00,11-07-2004,09:53,FEW027 SCT250,10SM,88.0,73.0,61.0,4.0,VRB,0.0,30.03,0.0,2004-07-11 09:53:00
EWR_BOS_53902,2004,7,11,7,13:30,14:38,68,EWR,BOS,200,2004-07-11 14:38:00,14734,25,30,28,40.43,-74.1,+5,+5,11-7-2004,2004-07-11 13:30:00,0,2004-07-11 14:38:00,11-07-2004 14:38,0,2,11-07-2004,09:51,SCT250,10SM,82.0,58.0,44.0,6.0,030,0.0,30.09,0.0,2004-07-11 09:51:00,11-07-2004,09:51,SCT250,10SM,82.0,58.0,44.0,6.0,030,0.0,30.09,0.0,2004-07-11 09:51:00
STL_MSP_31647,2004,5,6,4,06:15,07:48,93,STL,MSP,449,2004-05-06 07:48:00,13994,707,710,710,38.45,-90.22,+6,+6,6-5-2004,2004-05-06 06:15:00,0,2004-05-06 07:48:00,06-05-2004 07:48,0,2,06-05-2004,05:51,BKN250,10SM,67.0,57.0,71.0,11.0,230,0.0,29.22,0.0,2004-05-06 05:51:00,06-05-2004,06:51,SCT250,10SM,69.0,59.0,70.0,9.0,240,0.0,29.24,0.0,2004-05-06 06:51:00
MCO_ATL_45311,2004,7,4,7,06:00,07:21,81,MCO,ATL,403,2004-07-04 07:21:00,12815,95,106,98,28.26,-81.19,+5,+5,4-7-2004,2004-07-04 06:00:00,0,2004-07-04 07:21:00,04-07-2004 07:21,0,2,04-07-2004,05:53,FEW100 BKN300,10SM,73.0,71.0,94.0,0,000,0.0,29.93,0.0,2004-07-04 05:53:00,04-07-2004,06:53,SCT250,10SM,76.0,72.0,88.0,0,000,0.0,29.95,0.0,2004-07-04 06:53:00
ORD_EWR_43882,2004,5,24,1,17:35,20:44,129,ORD,EWR,719,2004-05-24 20:44:00,94846,655,674,658,41.59,-87.55,+6,+5,24-5-2004,2004-05-24 17:35:00,60,2004-05-24 18:44:00,24-05-2004 20:44,0,2,24-05-2004,09:56,OVC023,10SM,56.0,48.0,75.0,10.0,300,0.0,29.23,0.0,2004-05-24 09:56:00,24-05-2004,09:56,OVC023,10SM,56.0,48.0,75.0,10.0,300,0.0,29.23,0.0,2004-05-24 09:56:00
IAD_PDX_48098,2004,7,3,6,16:55,19:39,344,IAD,PDX,2327,2004-07-03 19:39:00,93738,306,323,309,38.56,-77.27,+5,+8,3-7-2004,2004-07-03 16:55:00,-180,2004-07-04 01:39:00,04-07-2004 19:39,-1440,2,03-07-2004,09:51,SCT250,9SM,80.0,62.0,54.0,5.0,VRB,0.0,29.69,0.0,2004-07-03 09:51:00,04-07-2004,09:51,FEW012 BKN035 BKN090,9SM,73.0,71.0,94.0,4,VRB,0.0,29.65,0.74,2004-07-04 09:51:00
MEM_RDU_39242,2004,1,3,6,17:40,20:24,104,MEM,RDU,634,2004-01-03 20:24:00,13893,283,332,286,35.04,-89.59,+6,+5,3-1-2004,2004-01-03 17:40:00,60,2004-01-03 18:24:00,03-01-2004 20:24,0,2,03-01-2004,09:53,SCT015 BKN025 BKN200,10SM,68.0,61.0,78.0,15.0,210,22.0,29.73,0.0,2004-01-03 09:53:00,03-01-2004,09:53,SCT015 BKN025 BKN200,10SM,68.0,61.0,78.0,15.0,210,22.0,29.73,0.0,2004-01-03 09:53:00
LGA_RDU_36830,2004,5,6,4,16:30,18:10,100,LGA,RDU,431,2004-05-06 18:10:00,14732,36,31,39,40.47,-73.53,+5,+5,6-5-2004,2004-05-06 16:30:00,0,2004-05-06 18:10:00,06-05-2004 18:10,0,2,06-05-2004,09:51,BKN250,10SM,57.0,40.0,53.0,4.0,310,0.0,30.07,0.0,2004-05-06 09:51:00,06-05-2004,09:51,BKN250,10SM,57.0,40.0,53.0,4.0,310,0.0,30.07,0.0,2004-05-06 09:51:00
GGG_DFW_46793,2004,11,17,3,11:08,12:10,62,GGG,DFW,140,2004-11-17 14:16:00,3901,352,373,355,32.23,-94.43,+6,+6,17-11-2004,2004-11-17 11:08:00,0,2004-11-17 12:10:00,17-11-2004 12:10,126,1,17-11-2004,09:58,FEW010 OVC039,4SM,,,,6.0,100,0.0,,,2004-11-17 09:58:00,17-11-2004,09:58,FEW010 OVC039,4SM,,,,6.0,100,0.0,,,2004-11-17 09:58:00
DTW_ATL_49250,2004,9,14,2,07:07,09:12,125,DTW,ATL,594,2004-09-14 09:12:00,94847,628,664,631,42.13,-83.21,+5,+5,14-9-2004,2004-09-14 07:07:00,0,2004-09-14 09:12:00,14-09-2004 09:12,0,2,14-09-2004,06:54,FEW130 SCT200,4SM,67.0,60.0,79.0,4,170,0.0,29.47,0.0,2004-09-14 06:54:00,14-09-2004,08:54,SCT130 SCT200,10SM,72.0,63.0,73.0,5,180,0.0,29.49,0.0,2004-09-14 08:54:00
ELP_DFW_38863,2004,7,19,1,15:09,17:56,107,ELP,DFW,551,2004-07-19 17:56:00,23044,3942,3916,3945,31.49,-106.23,+7,+6,19-7-2004,2004-07-19 15:09:00,60,2004-07-19 15:56:00,19-07-2004 17:56,0,2,19-07-2004,09:51,FEW085 SCT160,10SM,89.0,52.0,28.0,4,050,0.0,26.05,0.0,2004-07-19 09:51:00,19-07-2004,09:51,FEW085 SCT160,10SM,89.0,52.0,28.0,4,050,0.0,26.05,0.0,2004-07-19 09:51:00
SAN_SMF_45335,2004,11,3,3,09:05,10:40,95,SAN,SMF,480,2004-11-03 10:40:00,23188,78,28,81,32.44,-117.1,+8,+8,3-11-2004,2004-11-03 09:05:00,0,2004-11-03 10:40:00,03-11-2004 10:40,0,2,03-11-2004,08:51,FEW250,10SM,62.0,37.0,40.0,5.0,180,0.0,30.03,0.0,2004-11-03 08:51:00,03-11-2004,09:51,CLR,10SM,66.0,27.0,23.0,6.0,200,0.0,30.02,0.0,2004-11-03 09:51:00
DTW_EWR_46714,2004,11,28,7,12:14,13:56,102,DTW,EWR,487,2004-11-28 15:27:00,94847,628,664,631,42.13,-83.21,+5,+5,28-11-2004,2004-11-28 12:14:00,0,2004-11-28 13:56:00,28-11-2004 13:56,91,1,28-11-2004,09:54,BKN026 BKN031 OVC065,10SM,40.0,33.0,77.0,17.0,290,26.0,29.15,,2004-11-28 09:54:00,28-11-2004,09:54,BKN026 BKN031 OVC065,10SM,40.0,33.0,77.0,17.0,290,26.0,29.15,,2004-11-28 09:54:00
SAV_CLT_34180,2004,5,23,7,12:05,13:08,63,SAV,CLT,213,2004-05-23 13:08:00,3822,48,51,51,32.07,-81.12,+5,+5,23-5-2004,2004-05-23 12:05:00,0,2004-05-23 13:08:00,23-05-2004 13:08,0,2,23-05-2004,09:53,FEW032,10SM,81.0,68.0,65.0,0.0,000,0.0,30.01,0.0,2004-05-23 09:53:00,23-05-2004,09:53,FEW032,10SM,81.0,68.0,65.0,0.0,000,0.0,30.01,0.0,2004-05-23 09:53:00
DEN_EWR_50681,2004,7,16,5,10:30,16:25,235,DEN,EWR,1605,2004-07-16 16:25:00,3017,5379,5431,5382,39.5,-104.4,+7,+5,16-7-2004,2004-07-16 10:30:00,120,2004-07-16 12:25:00,16-07-2004 16:25,0,2,16-07-2004,09:53,FEW024 SCT031,10SM,70.0,58.0,66.0,10.0,020,0.0,24.85,0.0,2004-07-16 09:53:00,16-07-2004,09:53,FEW024 SCT031,10SM,70.0,58.0,66.0,10.0,020,0.0,24.85,0.0,2004-07-16 09:53:00
ORD_MSP_36475,2004,7,18,7,11:45,13:06,81,ORD,MSP,334,2004-07-18 13:06:00,94846,655,674,658,41.59,-87.55,+6,+6,18-7-2004,2004-07-18 11:45:00,0,2004-07-18 13:06:00,18-07-2004 13:06,0,2,18-07-2004,09:56,FEW013,10SM,74.0,61.0,64.0,6.0,020,17.0,29.3,0.0,2004-07-18 09:56:00,18-07-2004,09:56,FEW013,10SM,74.0,61.0,64.0,6.0,020,17.0,29.3,0.0,2004-07-18 09:56:00
SAN_PHX_52384,2004,11,30,2,07:50,10:00,70,SAN,PHX,304,2004-11-30 10:00:00,23188,78,28,81,32.44,-117.1,+8,+7,30-11-2004,2004-11-30 07:50:00,60,2004-11-30 08:00:00,30-11-2004 10:00,0,2,30-11-2004,06:51,FEW250,10SM,46.0,17.0,31.0,4.0,080,0.0,30.29,0.0,2004-11-30 06:51:00,30-11-2004,09:51,FEW220,10SM,56.0,20.0,25.0,3.0,180,0.0,30.27,0.0,2004-11-30 09:51:00
LGA_MDW_48180,2004,11,20,6,13:45,15:00,135,LGA,MDW,725,2004-11-20 15:00:00,14732,36,31,39,40.47,-73.53,+5,+6,20-11-2004,2004-11-20 13:45:00,-60,2004-11-20 17:00:00,20-11-2004 15:00,0,2,20-11-2004,09:51,BKN035 OVC055,10SM,49.0,37.0,64.0,10.0,070,0.0,30.17,0.0,2004-11-20 09:51:00,20-11-2004,09:51,BKN035 OVC055,10SM,49.0,37.0,64.0,10.0,070,0.0,30.17,0.0,2004-11-20 09:51:00
ALB_BWI_42784,2004,9,18,6,10:20,11:30,70,ALB,BWI,288,2004-09-18 11:30:00,14735,278,292,281,42.45,-73.48,+5,+5,18-9-2004,2004-09-18 10:20:00,0,2004-09-18 11:30:00,18-09-2004 11:30,0,2,18-09-2004,09:51,BKN010 OVC025,6SM,51.0,50.0,96.0,12.0,010,0.0,29.67,0.14,2004-09-18 09:51:00,18-09-2004,09:51,BKN010 OVC025,6SM,51.0,50.0,96.0,12.0,010,0.0,29.67,0.14,2004-09-18 09:51:00
DFW_PHX_47671,2004,9,21,2,17:40,18:24,164,DFW,PHX,868,2004-09-21 18:24:00,3927,559,596,562,32.54,-97.02,+6,+7,21-9-2004,2004-09-21 17:40:00,-60,2004-09-21 21:24:00,21-09-2004 18:24,0,2,21-09-2004,09:53,OVC019,10SM,78.0,68.0,71.0,8,150,0.0,29.49,0.0,2004-09-21 09:53:00,21-09-2004,09:53,OVC019,10SM,78.0,68.0,71.0,8,150,0.0,29.49,0.0,2004-09-21 09:53:00
SEA_OAK_42108,2004,5,30,7,07:40,09:45,125,SEA,OAK,671,2004-05-30 09:45:00,24233,447,450,450,47.28,-122.19,+8,+8,30-5-2004,2004-05-30 07:40:00,0,2004-05-30 09:45:00,30-05-2004 09:45,0,2,30-05-2004,06:56,FEW013 SCT026 OVC032,10SM,54.0,50.0,87.0,10.0,210,0.0,29.56,0.0,2004-05-30 06:56:00,30-05-2004,08:56,FEW008 BKN015 OVC029,3SM,55.0,51.0,87.0,9.0,220,0.0,29.56,0.0,2004-05-30 08:56:00
IAH_ONT_50956,2004,5,2,7,09:45,11:06,201,IAH,ONT,1334,2004-05-02 11:06:00,12960,118,108,121,29.59,-95.22,+6,+8,2-5-2004,2004-05-02 09:45:00,-120,2004-05-02 15:06:00,02-05-2004 11:06,0,2,02-05-2004,08:53,SCT023,10SM,61.0,50.0,67.0,12.0,360,0.0,30.03,0.0,2004-05-02 08:53:00,02-05-2004,09:53,SCT025,10SM,65.0,48.0,54.0,18.0,020,21.0,30.05,0.0,2004-05-02 09:53:00
PHL_ORD_26615,2004,11,20,6,10:05,11:32,147,PHL,ORD,678,2004-11-20 14:27:00,13739,59,28,62,39.52,-75.14,+5,+6,20-11-2004,2004-11-20 10:05:00,-60,2004-11-20 13:32:00,20-11-2004 11:32,175,1,20-11-2004,09:54,OVC037,9SM,52.0,47.0,83.0,6.0,070,0.0,30.16,,2004-11-20 09:54:00,20-11-2004,09:54,OVC037,9SM,52.0,47.0,83.0,6.0,070,0.0,30.16,,2004-11-20 09:54:00
SAV_CVG_54388,2004,5,17,1,16:27,18:19,112,SAV,CVG,515,2004-05-17 20:23:00,3822,48,51,51,32.07,-81.12,+5,+5,17-5-2004,2004-05-17 16:27:00,0,2004-05-17 18:19:00,17-05-2004 18:19,124,1,17-05-2004,09:53,SCT036,10SM,81.0,64.0,57.0,5,110,0.0,30.29,0.0,2004-05-17 09:53:00,17-05-2004,09:53,SCT036,10SM,81.0,64.0,57.0,5,110,0.0,30.29,0.0,2004-05-17 09:53:00
HOU_STL_46757,2004,11,11,4,06:10,08:05,115,HOU,STL,687,2004-11-11 08:05:00,12918,45,47,48,29.39,-95.17,+6,+6,11-11-2004,2004-11-11 06:10:00,0,2004-11-11 08:05:00,11-11-2004 08:05,0,2,11-11-2004,05:53,FEW070 BKN250,8SM,64.0,64.0,100.0,0.0,000,0.0,29.97,0.0,2004-11-11 05:53:00,11-11-2004,07:53,FEW007 BKN026 BKN070,10SM,68.0,65.0,90.0,8.0,320,0.0,30.03,0.01,2004-11-11 07:53:00
MYR_CVG_52599,2004,5,7,5,16:40,18:17,97,MYR,CVG,489,2004-05-07 18:17:00,13717,0,0,0,33.41,-78.56,+5,+5,7-5-2004,2004-05-07 16:40:00,0,2004-05-07 18:17:00,07-05-2004 18:17,0,2,07-05-2004,00:55,CLR,10SM,66.0,57.0,73.0,3.0,220,0.0,30.17,0.0,2004-05-07 00:55:00,07-05-2004,00:55,CLR,10SM,66.0,57.0,73.0,3.0,220,0.0,30.17,0.0,2004-05-07 00:55:00
LAN_MSP_53804,2004,5,13,4,07:40,08:13,93,LAN,MSP,455,2004-05-13 08:13:00,14836,860,874,882,42.47,-84.35,+5,+6,13-5-2004,2004-05-13 07:40:00,-60,2004-05-13 10:13:00,13-05-2004 08:13,0,2,13-05-2004,06:55,SCT025 BKN038 OVC075,5SM,67.0,64.0,91.0,3,090,0.0,29.16,0.0,2004-05-13 06:55:00,13-05-2004,07:55,FEW065 SCT085 OVC150,6SM,69.0,64.0,84.0,3,100,0.0,29.16,,2004-05-13 07:55:00
GSP_CVG_31416,2004,11,12,5,16:42,18:06,84,GSP,CVG,317,2004-11-12 18:06:00,3870,940,971,943,34.54,-82.13,+5,+5,12-11-2004,2004-11-12 16:42:00,0,2004-11-12 18:06:00,12-11-2004 18:06,0,2,12-11-2004,09:53,FEW004 OVC017,9SM,52.0,51.0,97.0,5.0,050,0.0,29.05,0.06,2004-11-12 09:53:00,12-11-2004,09:53,FEW004 OVC017,9SM,52.0,51.0,97.0,5.0,050,0.0,29.05,0.06,2004-11-12 09:53:00
DEN_ORD_42844,2004,5,21,5,08:05,11:23,138,DEN,ORD,888,2004-05-21 11:23:00,3017,5379,5431,5382,39.5,-104.4,+7,+6,21-5-2004,2004-05-21 08:05:00,60,2004-05-21 09:23:00,21-05-2004 11:23,0,2,21-05-2004,07:53,SCT015,7SM,59.0,51.0,75.0,4.0,250,0.0,24.57,0.0,2004-05-21 07:53:00,21-05-2004,09:53,FEW040 SCT150,10SM,69.0,50.0,51.0,7.0,080,0.0,24.53,0.0,2004-05-21 09:53:00
COD_DEN_26312,2004,7,26,1,07:45,09:00,75,COD,DEN,392,2004-07-26 09:00:00,24045,0,0,0,44.37,-108.58,+7,+7,26-7-2004,2004-07-26 07:45:00,0,2004-07-26 09:00:00,26-07-2004 09:00,0,2,26-07-2004,06:55,FEW016 SCT100,10SM,70.0,41.0,35.0,9.0,210,0.0,30.12,0.0,2004-07-26 06:55:00,26-07-2004,08:35,FEW100,10SM,72.0,46.0,40.0,3.0,330,0.0,30.11,0.0,2004-07-26 08:35:00
DFW_DEN_37437,2004,1,4,7,09:41,10:46,125,DFW,DEN,641,2004-01-04 10:46:00,3927,559,596,562,32.54,-97.02,+6,+7,4-1-2004,2004-01-04 09:41:00,-60,2004-01-04 12:46:00,04-01-2004 10:46,0,2,03-01-2004,09:53,BKN015 BKN140 OVC300,10SM,69.0,63.0,81.0,18.0,180,0.0,29.29,0.0,2004-01-03 09:53:00,03-01-2004,09:53,BKN015 BKN140 OVC300,10SM,69.0,63.0,81.0,18.0,180,0.0,29.29,0.0,2004-01-03 09:53:00
PHX_SAN_54415,2004,9,11,6,13:30,14:35,65,PHX,SAN,304,2004-09-11 14:35:00,23183,1103,1107,1106,33.26,-111.59,+7,+8,11-9-2004,2004-09-11 13:30:00,-60,2004-09-11 15:35:00,11-09-2004 14:35,0,2,11-09-2004,09:56,SCT250,10SM,93.0,53.0,26.0,6.0,080,0.0,28.78,0.0,2004-09-11 09:56:00,11-09-2004,09:56,SCT250,10SM,93.0,53.0,26.0,6.0,080,0.0,28.78,0.0,2004-09-11 09:56:00
ATL_AGS_29138,2004,5,31,1,13:35,14:38,63,ATL,AGS,143,2004-05-31 17:10:00,13874,971,1026,974,33.38,-84.26,+5,+5,31-5-2004,2004-05-31 13:35:00,0,2004-05-31 14:38:00,31-05-2004 14:38,152,1,31-05-2004,09:53,BKN007 BKN013,10SM,69.0,67.0,93.0,9.0,210,0.0,28.86,,2004-05-31 09:53:00,31-05-2004,09:53,BKN007 BKN013,10SM,69.0,67.0,93.0,9.0,210,0.0,28.86,,2004-05-31 09:53:00
LAX_JFK_27249,2004,5,19,3,09:45,17:56,311,LAX,JFK,2475,2004-05-19 17:56:00,23174,323,326,326,33.56,-118.25,+8,+5,19-5-2004,2004-05-19 09:45:00,180,2004-05-19 11:56:00,19-05-2004 17:56,0,2,19-05-2004,08:50,FEW027 BKN050,8SM,68.0,58.0,70.0,3,VRB,0.0,29.66,0.0,2004-05-19 08:50:00,19-05-2004,09:50,FEW020 SCT050,9SM,70.0,61.0,73.0,10,240,0.0,29.65,0.0,2004-05-19 09:50:00
PIT_CVG_30716,2004,9,14,2,14:15,15:35,80,PIT,CVG,256,2004-09-14 15:35:00,94823,1172,1203,1175,40.3,-80.14,+5,+5,14-9-2004,2004-09-14 14:15:00,0,2004-09-14 15:35:00,14-09-2004 15:35,0,2,14-09-2004,09:51,SCT130 OVC250,8SM,72.0,62.0,71.0,7,140,0.0,29.0,0.0,2004-09-14 09:51:00,14-09-2004,09:51,SCT130 OVC250,8SM,72.0,62.0,71.0,7,140,0.0,29.0,0.0,2004-09-14 09:51:00
MEM_TPA_45277,2004,9,13,1,13:50,16:38,108,MEM,TPA,656,2004-09-13 16:38:00,13893,283,332,286,35.04,-89.59,+6,+5,13-9-2004,2004-09-13 13:50:00,60,2004-09-13 14:38:00,13-09-2004 16:38,0,2,13-09-2004,09:53,FEW020 BKN047 BKN060,10SM,74.0,68.0,82.0,14,110,0.0,29.78,0.09,2004-09-13 09:53:00,13-09-2004,09:53,FEW020 BKN047 BKN060,10SM,74.0,68.0,82.0,14,110,0.0,29.78,0.09,2004-09-13 09:53:00
ORD_DTW_39257,2004,5,15,6,07:35,09:46,71,ORD,DTW,235,2004-05-15 09:46:00,94846,655,674,658,41.59,-87.55,+6,+5,15-5-2004,2004-05-15 07:35:00,60,2004-05-15 07:46:00,15-05-2004 09:46,0,2,15-05-2004,07:35,BKN020 OVC032,10SM,,,,11,050,0.0,,,2004-05-15 07:35:00,15-05-2004,08:56,SCT028,10SM,50.0,38.0,63.0,9,050,20.0,29.62,0.0,2004-05-15 08:56:00
DFW_JAN_41524,2004,9,22,3,11:30,12:50,80,DFW,JAN,408,2004-09-22 12:50:00,3927,559,596,562,32.54,-97.02,+6,+6,22-9-2004,2004-09-22 11:30:00,0,2004-09-22 12:50:00,22-09-2004 12:50,0,2,22-09-2004,09:53,FEW037 SCT080,10SM,80.0,64.0,58.0,14,160,0.0,29.52,0.0,2004-09-22 09:53:00,22-09-2004,09:53,FEW037 SCT080,10SM,80.0,64.0,58.0,14,160,0.0,29.52,0.0,2004-09-22 09:53:00
