FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,WeatherStationID,GroundHeight,StationHeight,BarometerHeight,Latitude,Longitude,Origin_TimeZone,Destination_TimeZone,ScheduledDepDate,ScheduledDepTimeStamp,Diff_TimeZone,ScheduledArrivalTimestamp,ScheduledArrivalTimestamp1,YearMonthDay,Time,SkyConditions,Visibility,DBT,DewPointTemp,RelativeHumidityPercent,WindSpeed,WindDirection,WindGustValue,StationPressure,HourlyPrecip,Timestamp,dest_YearMonthDay,dest_Time,dest_SkyConditions,dest_Visibility,dest_DBT,dest_DewPointTemp,dest_RelativeHumidityPercent,dest_WindSpeed,dest_WindDirection,dest_WindGustValue,dest_StationPressure,dest_HourlyPrecip,dest_Timestamp
SEA_ORD_61883,2005,7,6,3,12:43,18:29,226,SEA,ORD,1721,24233,447,450,450,47.28,-122.19,+8,+6,6-7-2005,2005-07-06 12:43:00,120,2005-07-06 18:29:00,06-07-2005 18:29,06-07-2005,09:56,SCT016 SCT050 BKN200,10SM,65.0,57.0,76.0,10.0,230,0.0,29.52,0.0,2005-07-06 09:56:00,06-07-2005,09:56,SCT016 SCT050 BKN200,10SM,65.0,57.0,76.0,10.0,230,0.0,29.52,0.0,2005-07-06 09:56:00
LGB_OAK_74349,2005,7,29,5,15:30,16:45,75,LGB,OAK,353,23129,34,40,37,33.5,-118.1,+8,+8,29-7-2005,2005-07-29 15:30:00,0,2005-07-29 16:45:00,29-07-2005 16:45,29-07-2005,09:53,CLR,8SM,78.0,61.0,56.0,4,VRB,0.0,29.92,0.0,2005-07-29 09:53:00,29-07-2005,09:53,CLR,8SM,78.0,61.0,56.0,4,VRB,0.0,29.92,0.0,2005-07-29 09:53:00
RSW_DEN_58129,2005,11,26,6,08:45,10:55,250,RSW,DEN,1606,12894,29,30,32,26.32,-81.45,+5,+7,26-11-2005,2005-11-26 08:45:00,-120,2005-11-26 10:55:00,26-11-2005 10:55,26-11-2005,07:53,CLR,10SM,64.0,58.0,81.0,5.0,060,0.0,30.13,0.0,2005-11-26 07:53:00,26-11-2005,09:53,CLR,10SM,74.0,59.0,60.0,9.0,060,0.0,30.15,0.0,2005-11-26 09:53:00
MSP_ORD_70404,2005,7,30,6,09:07,10:27,80,MSP,ORD,334,14922,871,838,874,44.53,-93.14,+6,+6,30-7-2005,2005-07-30 09:07:00,0,2005-07-30 10:27:00,30-07-2005 10:27,30-07-2005,08:53,BKN120,10SM,78.0,64.0,62.0,10.0,170,0.0,29.17,0.0,2005-07-30 08:53:00,30-07-2005,09:53,SCT120,10SM,82.0,63.0,53.0,12.0,160,0.0,29.16,0.0,2005-07-30 09:53:00
BIL_DEN_97973,2005,3,18,5,07:48,09:15,87,BIL,DEN,455,24033,3579,3570,3582,45.49,-108.32,+7,+7,18-3-2005,2005-03-18 07:48:00,0,2005-03-18 09:15:00,18-03-2005 09:15,18-03-2005,06:56,OVC001,0.125SM,17.0,16.0,96.0,7.0,190,0.0,26.19,0.0,2005-03-18 06:56:00,18-03-2005,09:08,SCT002,3SM,,,,0.0,000,0.0,,,2005-03-18 09:08:00
SGF_DEN_91471,2005,9,8,4,12:35,13:28,113,SGF,DEN,637,13995,1277,1270,1280,37.14,-93.23,+6,+7,8-9-2005,2005-09-08 12:35:00,-60,2005-09-08 13:28:00,08-09-2005 13:28,08-09-2005,09:52,CLR,7SM,81.0,61.0,51.0,0,000,0.0,28.82,0.0,2005-09-08 09:52:00,08-09-2005,09:52,CLR,7SM,81.0,61.0,51.0,0,000,0.0,28.82,0.0,2005-09-08 09:52:00
ATL_EWR_81011,2005,3,24,4,07:55,10:10,135,ATL,EWR,745,13874,971,1026,974,33.38,-84.26,+5,+5,24-3-2005,2005-03-24 07:55:00,0,2005-03-24 10:10:00,24-03-2005 10:10,24-03-2005,07:51,SCT210 BKN250,10SM,46.0,41.0,83.0,7.0,300,0.0,28.97,0.0,2005-03-24 07:51:00,24-03-2005,09:51,FEW180 BKN250 BKN300,10SM,53.0,43.0,69.0,4.0,VRB,0.0,29.0,0.0,2005-03-24 09:51:00
ORD_OMA_81135,2005,11,14,1,11:15,12:39,84,ORD,OMA,416,94846,655,674,658,41.59,-87.55,+6,+6,14-11-2005,2005-11-14 11:15:00,0,2005-11-14 12:39:00,14-11-2005 12:39,14-11-2005,09:56,SCT100 BKN200 OVC250,10SM,44.0,35.0,71.0,5.0,130,0.0,29.6,0.0,2005-11-14 09:56:00,14-11-2005,09:56,SCT100 BKN200 OVC250,10SM,44.0,35.0,71.0,5.0,130,0.0,29.6,0.0,2005-11-14 09:56:00
ATL_EWR_61133,2005,9,24,6,08:00,10:05,125,ATL,EWR,745,13874,971,1026,974,33.38,-84.26,+5,+5,24-9-2005,2005-09-24 08:00:00,0,2005-09-24 10:05:00,24-09-2005 10:05,24-09-2005,07:51,OVC002,0.5SM,71.0,69.0,94.0,4.0,110,0.0,29.1,0.0,2005-09-24 07:51:00,24-09-2005,09:51,BKN010 BKN300,3SM,75.0,69.0,82.0,7.0,090,0.0,29.12,0.0,2005-09-24 09:51:00
AVL_CVG_105622,2005,7,18,1,16:29,17:47,78,AVL,CVG,275,3812,2171,2170,2174,35.26,-82.32,+5,+5,18-7-2005,2005-07-18 16:29:00,0,2005-07-18 17:47:00,18-07-2005 17:47,18-07-2005,09:54,CLR,10SM,78.0,69.0,74.0,4.0,VRB,0.0,27.94,0.0,2005-07-18 09:54:00,18-07-2005,09:54,CLR,10SM,78.0,69.0,74.0,4.0,VRB,0.0,27.94,0.0,2005-07-18 09:54:00
BTR_IAH_70491,2005,11,7,1,07:00,08:20,80,BTR,IAH,253,13970,67,76,70,30.32,-91.09,+6,+6,7-11-2005,2005-11-07 07:00:00,0,2005-11-07 08:20:00,07-11-2005 08:20,07-11-2005,06:53,VV001,0.125SM,65.0,64.0,97.0,3.0,040,0.0,30.12,0.0,2005-11-07 06:53:00,07-11-2005,08:13,VV001,0.25SM,,,,3.0,040,0.0,,,2005-11-07 08:13:00
MSN_MSP_93960,2005,7,30,6,08:05,09:13,68,MSN,MSP,228,14837,857,866,860,43.08,-89.21,+6,+6,30-7-2005,2005-07-30 08:05:00,0,2005-07-30 09:13:00,30-07-2005 09:13,30-07-2005,07:53,BKN046,10SM,69.0,54.0,59.0,6,140,0.0,29.37,0.0,2005-07-30 07:53:00,30-07-2005,08:53,FEW120,10SM,73.0,56.0,55.0,8.0,120,0.0,29.36,0.0,2005-07-30 08:53:00
SEA_DFW_86417,2005,9,8,4,06:01,11:48,227,SEA,DFW,1660,24233,447,450,450,47.28,-122.19,+8,+6,8-9-2005,2005-09-08 06:01:00,120,2005-09-08 11:48:00,08-09-2005 11:48,08-09-2005,00:56,CLR,10SM,61.0,50.0,67.0,9,040,0.0,29.6,0.0,2005-09-08 00:56:00,08-09-2005,09:56,FEW200,10SM,66.0,55.0,68.0,4,310,0.0,29.53,0.0,2005-09-08 09:56:00
DEN_DFW_104998,2005,9,17,6,10:23,13:16,113,DEN,DFW,641,3017,5379,5431,5382,39.5,-104.4,+7,+6,17-9-2005,2005-09-17 10:23:00,60,2005-09-17 13:16:00,17-09-2005 13:16,17-09-2005,09:53,FEW140,10SM,78.0,15.0,9.0,5.0,VRB,0.0,24.6,0.0,2005-09-17 09:53:00,17-09-2005,09:53,FEW140,10SM,78.0,15.0,9.0,5.0,VRB,0.0,24.6,0.0,2005-09-17 09:53:00
IAH_EWR_60777,2005,9,26,1,06:10,10:31,201,IAH,EWR,1400,12960,118,108,121,29.59,-95.22,+6,+5,26-9-2005,2005-09-26 06:10:00,60,2005-09-26 10:31:00,26-09-2005 10:31,26-09-2005,05:53,SCT012 SCT250,6SM,80.0,76.0,87.0,4.0,240,0.0,29.79,0.0,2005-09-26 05:53:00,26-09-2005,09:53,CLR,10SM,87.0,75.0,67.0,4.0,240,0.0,29.84,0.0,2005-09-26 09:53:00
SBN_CVG_89095,2005,11,29,2,12:57,14:01,64,SBN,CVG,203,14848,777,773,780,41.43,-86.2,+6,+5,29-11-2005,2005-11-29 12:57:00,60,2005-11-29 15:01:00,29-11-2005 14:01,29-11-2005,09:54,BKN024 BKN033 OVC043,10SM,34.0,26.0,73.0,14.0,220,21.0,28.82,0.0,2005-11-29 09:54:00,29-11-2005,09:54,BKN024 BKN033 OVC043,10SM,34.0,26.0,73.0,14.0,220,21.0,28.82,0.0,2005-11-29 09:54:00
SLC_CVG_58172,2005,7,28,4,06:20,11:42,202,SLC,CVG,1449,24127,4221,4227,4224,40.47,-111.58,+7,+5,28-7-2005,2005-07-28 06:20:00,120,2005-07-28 11:42:00,28-07-2005 11:42,28-07-2005,00:56,CLR,10SM,69.0,33.0,26.0,9.0,150,0.0,25.79,0.0,2005-07-28 00:56:00,28-07-2005,09:56,FEW030 SCT060,10SM,83.0,40.0,22.0,3.0,090,0.0,25.82,0.0,2005-07-28 09:56:00
SNA_DEN_67586,2005,9,16,5,06:45,10:00,135,SNA,DEN,846,93184,49,55,52,33.41,-117.52,+8,+7,16-9-2005,2005-09-16 06:45:00,60,2005-09-16 10:00:00,16-09-2005 10:00,16-09-2005,05:53,BKN039,9SM,65.0,54.0,68.0,0.0,000,0.0,29.99,0.0,2005-09-16 05:53:00,16-09-2005,09:53,SCT025,10SM,72.0,51.0,48.0,5.0,120,0.0,30.01,0.0,2005-09-16 09:53:00
FAT_LAS_80495,2005,7,30,6,06:55,08:22,87,FAT,LAS,258,93193,372,327,375,36.47,-119.43,+8,+8,30-7-2005,2005-07-30 06:55:00,0,2005-07-30 08:22:00,30-07-2005 08:22,30-07-2005,00:56,CLR,10SM,78.0,55.0,45.0,7,300,0.0,29.5,0.0,2005-07-30 00:56:00,30-07-2005,07:56,CLR,10SM,81.0,57.0,44.0,4,110,0.0,29.58,0.0,2005-07-30 07:56:00
PHL_MHT_86583,2005,9,22,4,09:00,10:25,85,PHL,MHT,290,13739,59,28,62,39.52,-75.14,+5,+5,22-9-2005,2005-09-22 09:00:00,0,2005-09-22 10:25:00,22-09-2005 10:25,22-09-2005,08:54,FEW200,10SM,72.0,58.0,61.0,4.0,VRB,0.0,30.12,0.0,2005-09-22 08:54:00,22-09-2005,09:54,FEW200,10SM,78.0,54.0,43.0,7.0,240,0.0,30.11,0.0,2005-09-22 09:54:00
LIT_IAH_77594,2005,11,20,7,12:15,13:45,90,LIT,IAH,374,13963,289,257,292,34.45,-92.14,+6,+6,20-11-2005,2005-11-20 12:15:00,0,2005-11-20 13:45:00,20-11-2005 13:45,20-11-2005,09:53,BKN080 OVC100,7SM,50.0,39.0,66.0,3.0,120,0.0,29.9,0.0,2005-11-20 09:53:00,20-11-2005,09:53,BKN080 OVC100,7SM,50.0,39.0,66.0,3.0,120,0.0,29.9,0.0,2005-11-20 09:53:00
MKE_EWR_97749,2005,9,4,7,17:30,20:45,135,MKE,EWR,725,14839,677,693,680,42.57,-87.54,+6,+5,4-9-2005,2005-09-04 17:30:00,60,2005-09-04 20:45:00,04-09-2005 20:45,04-09-2005,09:52,FEW060 BKN140 BKN250,10SM,73.0,57.0,57.0,7.0,130,0.0,29.54,0.0,2005-09-04 09:52:00,04-09-2005,09:52,FEW060 BKN140 BKN250,10SM,73.0,57.0,57.0,7.0,130,0.0,29.54,0.0,2005-09-04 09:52:00
CLT_SJU_83799,2005,9,29,4,11:30,15:02,212,CLT,SJU,1474,13881,721,769,724,35.13,-80.56,+5,+4,29-9-2005,2005-09-29 11:30:00,60,2005-09-29 16:02:00,29-09-2005 15:02,29-09-2005,09:51,BKN015 BKN250,9SM,76.0,66.0,72.0,10.0,200,0.0,29.22,0.0,2005-09-29 09:51:00,29-09-2005,09:51,BKN015 BKN250,9SM,76.0,66.0,72.0,10.0,200,0.0,29.22,0.0,2005-09-29 09:51:00
SNA_PHX_74574,2005,7,22,5,15:40,17:00,80,SNA,PHX,338,93184,49,55,52,33.41,-117.52,+8,+7,22-7-2005,2005-07-22 15:40:00,60,2005-07-22 18:00:00,22-07-2005 17:00,22-07-2005,09:53,FEW050,10SM,83.0,63.0,51.0,4.0,240,0.0,29.81,0.0,2005-07-22 09:53:00,22-07-2005,09:53,FEW050,10SM,83.0,63.0,51.0,4.0,240,0.0,29.81,0.0,2005-07-22 09:53:00
MSP_JFK_96697,2005,7,8,5,13:15,16:59,164,MSP,JFK,1028,14922,871,838,874,44.53,-93.14,+6,+5,8-7-2005,2005-07-08 13:15:00,60,2005-07-08 16:59:00,08-07-2005 16:59,08-07-2005,09:53,SCT065 OVC200,10SM,79.0,63.0,58.0,10.0,190,0.0,29.1,0.0,2005-07-08 09:53:00,08-07-2005,09:53,SCT065 OVC200,10SM,79.0,63.0,58.0,10.0,190,0.0,29.1,0.0,2005-07-08 09:53:00
CVG_JAX_60659,2005,9,26,1,14:35,16:23,108,CVG,JAX,614,93814,882,883,885,39.02,-84.4,+5,+5,26-9-2005,2005-09-26 14:35:00,0,2005-09-26 16:23:00,26-09-2005 16:23,26-09-2005,09:52,FEW007 BKN011 OVC024,8SM,71.0,69.0,94.0,9.0,280,0.0,28.88,0.0,2005-09-26 09:52:00,26-09-2005,09:52,FEW007 BKN011 OVC024,8SM,71.0,69.0,94.0,9.0,280,0.0,28.88,0.0,2005-09-26 09:52:00
IAH_CRP_70521,2005,9,17,6,16:30,17:33,63,IAH,CRP,201,12960,118,108,121,29.59,-95.22,+6,+6,17-9-2005,2005-09-17 16:30:00,0,2005-09-17 17:33:00,17-09-2005 17:33,17-09-2005,09:53,SCT025,10SM,85.0,73.0,68.0,6.0,270,0.0,29.93,0.0,2005-09-17 09:53:00,17-09-2005,09:53,SCT025,10SM,85.0,73.0,68.0,6.0,270,0.0,29.93,0.0,2005-09-17 09:53:00
LAS_SAN_69987,2005,9,21,3,16:10,17:25,75,LAS,SAN,258,23169,2127,2180,2091,36.05,-115.1,+8,+8,21-9-2005,2005-09-21 16:10:00,0,2005-09-21 17:25:00,21-09-2005 17:25,21-09-2005,09:56,FEW100 SCT150,10SM,80.0,58.0,47.0,3.0,040,0.0,27.8,0.0,2005-09-21 09:56:00,21-09-2005,09:56,FEW100 SCT150,10SM,80.0,58.0,47.0,3.0,040,0.0,27.8,0.0,2005-09-21 09:56:00
RIC_EWR_87975,2005,3,2,3,08:15,09:24,69,RIC,EWR,278,13740,164,163,167,37.31,-77.19,+5,+5,2-3-2005,2005-03-02 08:15:00,0,2005-03-02 09:24:00,02-03-2005 09:24,02-03-2005,07:54,FEW250,10SM,33.0,14.0,45.0,13.0,280,0.0,29.65,0.0,2005-03-02 07:54:00,02-03-2005,08:54,CLR,10SM,34.0,14.0,44.0,13.0,280,20.0,29.66,0.0,2005-03-02 08:54:00
DCA_BOS_98415,2005,3,23,3,13:45,15:07,82,DCA,BOS,399,13743,10,65,3,38.52,-77.02,+5,+5,23-3-2005,2005-03-23 13:45:00,0,2005-03-23 15:07:00,23-03-2005 15:07,23-03-2005,09:51,BKN007 OVC011,1.75SM,45.0,43.0,93.0,15.0,050,0.0,29.82,0.03,2005-03-23 09:51:00,23-03-2005,09:51,BKN007 OVC011,1.75SM,45.0,43.0,93.0,15.0,050,0.0,29.82,0.03,2005-03-23 09:51:00
CAK_ATL_84249,2005,11,21,1,16:28,18:13,105,CAK,ATL,528,14895,1238,1236,1241,40.55,-81.26,+5,+5,21-11-2005,2005-11-21 16:28:00,0,2005-11-21 18:13:00,21-11-2005 18:13,21-11-2005,09:51,FEW150 BKN200,9SM,40.0,32.0,73.0,6.0,220,0.0,28.59,0.0,2005-11-21 09:51:00,21-11-2005,09:51,FEW150 BKN200,9SM,40.0,32.0,73.0,6.0,220,0.0,28.59,0.0,2005-11-21 09:51:00
IAD_EWR_67314,2005,9,21,3,16:40,18:09,89,IAD,EWR,213,93738,306,323,309,38.56,-77.27,+5,+5,21-9-2005,2005-09-21 16:40:00,0,2005-09-21 18:09:00,21-09-2005 18:09,21-09-2005,09:51,CLR,10SM,77.0,50.0,39.0,7.0,020,0.0,29.88,0.0,2005-09-21 09:51:00,21-09-2005,09:51,CLR,10SM,77.0,50.0,39.0,7.0,020,0.0,29.88,0.0,2005-09-21 09:51:00
ATL_MLU_97854,2005,3,30,3,17:18,17:59,101,ATL,MLU,448,13874,971,1026,974,33.38,-84.26,+5,+6,30-3-2005,2005-03-30 17:18:00,-60,2005-03-30 17:59:00,30-03-2005 17:59,30-03-2005,09:51,FEW150 BKN200 BKN300,10SM,64.0,46.0,52.0,12.0,270,0.0,28.99,0.0,2005-03-30 09:51:00,30-03-2005,09:51,FEW150 BKN200 BKN300,10SM,64.0,46.0,52.0,12.0,270,0.0,28.99,0.0,2005-03-30 09:51:00
MHT_CVG_61931,2005,9,4,7,13:18,15:40,142,MHT,CVG,741,14710,266,232,269,42.56,-71.26,+5,+5,4-9-2005,2005-09-04 13:18:00,0,2005-09-04 15:40:00,04-09-2005 15:40,04-09-2005,09:53,SCT060,10SM,75.0,54.0,48.0,13.0,360,20.0,29.84,0.0,2005-09-04 09:53:00,04-09-2005,09:53,SCT060,10SM,75.0,54.0,48.0,13.0,360,20.0,29.84,0.0,2005-09-04 09:53:00
BHM_IAH_95915,2005,9,15,4,11:55,13:44,109,BHM,IAH,562,13876,636,630,639,33.34,-86.45,+6,+6,15-9-2005,2005-09-15 11:55:00,0,2005-09-15 13:44:00,15-09-2005 13:44,15-09-2005,09:53,SCT040,10SM,88.0,69.0,54.0,7.0,310,0.0,29.41,0.0,2005-09-15 09:53:00,15-09-2005,09:53,SCT040,10SM,88.0,69.0,54.0,7.0,310,0.0,29.41,0.0,2005-09-15 09:53:00
IAD_HPN_88976,2005,9,12,1,17:06,18:30,84,IAD,HPN,247,93738,306,323,309,38.56,-77.27,+5,+5,12-9-2005,2005-09-12 17:06:00,0,2005-09-12 18:30:00,12-09-2005 18:30,12-09-2005,09:51,CLR,10SM,77.0,58.0,52.0,4.0,VRB,0.0,29.89,0.0,2005-09-12 09:51:00,12-09-2005,09:51,CLR,10SM,77.0,58.0,52.0,4.0,VRB,0.0,29.89,0.0,2005-09-12 09:51:00
STL_ATL_89885,2005,11,6,7,07:00,09:34,94,STL,ATL,483,13994,707,710,710,38.45,-90.22,+6,+5,6-11-2005,2005-11-06 07:00:00,60,2005-11-06 09:34:00,06-11-2005 09:34,06-11-2005,06:51,BKN015,4SM,52.0,47.0,83.0,13.0,270,0.0,29.16,0.0,2005-11-06 06:51:00,06-11-2005,09:20,SCT018,6SM,,,,13.0,290,0.0,,,2005-11-06 09:20:00
MEM_DEN_72356,2005,3,26,6,16:44,18:15,151,MEM,DEN,872,13893,283,332,286,35.04,-89.59,+6,+7,26-3-2005,2005-03-26 16:44:00,-60,2005-03-26 18:15:00,26-03-2005 18:15,26-03-2005,09:53,FEW250,6SM,64.0,50.0,61.0,9.0,040,0.0,29.66,0.0,2005-03-26 09:53:00,26-03-2005,09:53,FEW250,6SM,64.0,50.0,61.0,9.0,040,0.0,29.66,0.0,2005-03-26 09:53:00
LAS_DEN_62304,2005,9,30,5,17:51,20:35,104,LAS,DEN,629,23169,2127,2180,2091,36.05,-115.1,+8,+7,30-9-2005,2005-09-30 17:51:00,60,2005-09-30 20:35:00,30-09-2005 20:35,30-09-2005,09:56,CLR,10SM,82.0,24.0,12.0,0.0,000,0.0,27.74,0.0,2005-09-30 09:56:00,30-09-2005,09:56,CLR,10SM,82.0,24.0,12.0,0.0,000,0.0,27.74,0.0,2005-09-30 09:56:00
SFO_LAS_78827,2005,7,20,3,06:30,07:56,86,SFO,LAS,414,23234,86,18,89,37.37,-122.24,+8,+8,20-7-2005,2005-07-20 06:30:00,0,2005-07-20 07:56:00,20-07-2005 07:56,20-07-2005,00:56,FEW002 BKN009,10SM,59.0,55.0,87.0,7,280,0.0,29.75,0.0,2005-07-20 00:56:00,20-07-2005,07:56,FEW002 SCT007 OVC010,9SM,61.0,55.0,81.0,7,320,0.0,29.8,0.0,2005-07-20 07:56:00
PVD_BNA_74693,2005,11,17,4,12:20,14:05,165,PVD,BNA,907,14765,50,62,53,41.43,-71.26,+5,+6,17-11-2005,2005-11-17 12:20:00,-60,2005-11-17 14:05:00,17-11-2005 14:05,17-11-2005,09:51,FEW025 BKN050,10SM,46.0,29.0,51.0,11.0,340,16.0,30.01,0.0,2005-11-17 09:51:00,17-11-2005,09:51,FEW025 BKN050,10SM,46.0,29.0,51.0,11.0,340,16.0,30.01,0.0,2005-11-17 09:51:00
DEN_PHL_69017,2005,7,3,7,07:00,12:30,210,DEN,PHL,1557,3017,5379,5431,5382,39.5,-104.4,+7,+5,3-7-2005,2005-07-03 07:00:00,120,2005-07-03 12:30:00,03-07-2005 12:30,03-07-2005,06:53,FEW130,10SM,69.0,41.0,36.0,9.0,210,0.0,24.59,0.0,2005-07-03 06:53:00,03-07-2005,09:53,SCT100 SCT130 BKN200,10SM,84.0,35.0,17.0,10.0,290,0.0,24.6,0.0,2005-07-03 09:53:00
DTW_FLL_71033,2005,7,15,5,13:32,16:23,171,DTW,FLL,1127,94847,628,664,631,42.13,-83.21,+5,+5,15-7-2005,2005-07-15 13:32:00,0,2005-07-15 16:23:00,15-07-2005 16:23,15-07-2005,09:54,FEW025 BKN140 BKN220,5SM,82.0,72.0,72.0,6.0,090,0.0,29.32,0.0,2005-07-15 09:54:00,15-07-2005,09:54,FEW025 BKN140 BKN220,5SM,82.0,72.0,72.0,6.0,090,0.0,29.32,0.0,2005-07-15 09:54:00
STL_LGA_65850,2005,11,30,3,12:50,16:09,139,STL,LGA,887,13994,707,710,710,38.45,-90.22,+6,+5,30-11-2005,2005-11-30 12:50:00,60,2005-11-30 16:09:00,30-11-2005 16:09,30-11-2005,09:51,FEW028 BKN250,10SM,31.0,20.0,64.0,3.0,270,0.0,29.43,0.0,2005-11-30 09:51:00,30-11-2005,09:51,FEW028 BKN250,10SM,31.0,20.0,64.0,3.0,270,0.0,29.43,0.0,2005-11-30 09:51:00
JFK_MCO_65420,2005,11,28,1,10:10,12:50,160,JFK,MCO,944,94789,29,22,32,40.4,-73.48,+5,+5,28-11-2005,2005-11-28 10:10:00,0,2005-11-28 12:50:00,28-11-2005 12:50,28-11-2005,09:51,FEW009 BKN040 BKN095,9SM,55.0,51.0,87.0,7.0,050,0.0,30.32,,2005-11-28 09:51:00,28-11-2005,09:51,FEW009 BKN040 BKN095,9SM,55.0,51.0,87.0,7.0,050,0.0,30.32,,2005-11-28 09:51:00
MSY_HOU_70792,2005,7,18,1,12:50,13:55,65,MSY,HOU,303,12916,4,20,7,29.59,-90.15,+6,+6,18-7-2005,2005-07-18 12:50:00,0,2005-07-18 13:55:00,18-07-2005 13:55,18-07-2005,09:53,FEW033 SCT045TCU SCT070 BKN150,10SM,89.0,74.0,61.0,6.0,150,0.0,30.1,0.0,2005-07-18 09:53:00,18-07-2005,09:53,FEW033 SCT045TCU SCT070 BKN150,10SM,89.0,74.0,61.0,6.0,150,0.0,30.1,0.0,2005-07-18 09:53:00
LEX_LGA_76528,2005,3,11,5,07:30,09:33,123,LEX,LGA,604,93820,977,980,980,38.02,-84.37,+5,+5,11-3-2005,2005-03-11 07:30:00,0,2005-03-11 09:33:00,11-03-2005 09:33,11-03-2005,06:54,FEW035 BKN050 OVC060,5SM,37.0,36.0,96.0,8.0,240,0.0,28.57,,2005-03-11 06:54:00,11-03-2005,08:54,FEW024 SCT046 BKN065,10SM,39.0,33.0,79.0,13.0,280,18.0,28.58,0.0,2005-03-11 08:54:00
ISP_RSW_75329,2005,11,27,7,07:15,10:05,170,ISP,RSW,1101,4781,141,108,144,40.47,-73.06,+5,+5,27-11-2005,2005-11-27 07:15:00,0,2005-11-27 10:05:00,27-11-2005 10:05,27-11-2005,06:56,BKN070,10SM,31.0,27.0,85.0,0.0,000,0.0,30.19,0.0,2005-11-27 06:56:00,27-11-2005,09:56,FEW100,10SM,46.0,29.0,51.0,0.0,000,0.0,30.24,0.0,2005-11-27 09:56:00
LGA_MDW_99984,2005,3,8,2,07:50,09:09,139,LGA,MDW,725,14732,36,31,39,40.47,-73.53,+5,+6,8-3-2005,2005-03-08 07:50:00,-60,2005-03-08 09:09:00,08-03-2005 09:09,08-03-2005,06:51,BKN041 OVC050,4SM,45.0,41.0,86.0,9,180,0.0,29.11,0.02,2005-03-08 06:51:00,08-03-2005,08:51,FEW014 BKN021 OVC035,2.5SM,46.0,43.0,89.0,3,010,0.0,29.05,0.05,2005-03-08 08:51:00
ORD_MDT_88600,2005,3,8,2,15:26,18:06,100,ORD,MDT,594,94846,655,674,658,41.59,-87.55,+6,+5,8-3-2005,2005-03-08 15:26:00,60,2005-03-08 18:06:00,08-03-2005 18:06,08-03-2005,09:56,FEW026 SCT100,10SM,23.0,3.0,42.0,13,330,0.0,29.2,0.0,2005-03-08 09:56:00,08-03-2005,09:56,FEW026 SCT100,10SM,23.0,3.0,42.0,13,330,0.0,29.2,0.0,2005-03-08 09:56:00
SLC_BOS_77769,2005,7,7,4,10:08,16:46,278,SLC,BOS,2105,24127,4221,4227,4224,40.47,-111.58,+7,+5,7-7-2005,2005-07-07 10:08:00,120,2005-07-07 16:46:00,07-07-2005 16:46,07-07-2005,09:56,FEW130,10SM,90.0,25.0,9.0,15.0,180,20.0,25.69,0.0,2005-07-07 09:56:00,07-07-2005,09:56,FEW130,10SM,90.0,25.0,9.0,15.0,180,20.0,25.69,0.0,2005-07-07 09:56:00
JAX_IAD_64423,2005,7,26,2,13:30,15:23,113,JAX,IAD,631,13889,31,32,34,30.29,-81.41,+5,+5,26-7-2005,2005-07-26 13:30:00,0,2005-07-26 15:23:00,26-07-2005 15:23,26-07-2005,09:56,FEW050,6SM,86.0,70.0,59.0,3.0,320,0.0,30.0,0.0,2005-07-26 09:56:00,26-07-2005,09:56,FEW050,6SM,86.0,70.0,59.0,3.0,320,0.0,30.0,0.0,2005-07-26 09:56:00
FWA_ATL_78789,2005,9,7,3,16:28,19:14,106,FWA,ATL,508,14827,803,828,806,41.01,-85.13,+5,+5,7-9-2005,2005-09-07 16:28:00,0,2005-09-07 18:14:00,07-09-2005 19:14,07-09-2005,09:54,FEW250,9SM,76.0,58.0,54.0,6,240,0.0,29.43,0.0,2005-09-07 09:54:00,07-09-2005,09:54,FEW250,9SM,76.0,58.0,54.0,6,240,0.0,29.43,0.0,2005-09-07 09:54:00
ALB_ATL_70107,2005,9,9,5,12:50,15:31,161,ALB,ATL,852,14735,278,292,281,42.45,-73.48,+5,+5,9-9-2005,2005-09-09 12:50:00,0,2005-09-09 15:31:00,09-09-2005 15:31,09-09-2005,09:51,CLR,10SM,66.0,55.0,68.0,0.0,000,0.0,29.84,0.0,2005-09-09 09:51:00,09-09-2005,09:51,CLR,10SM,66.0,55.0,68.0,0.0,000,0.0,29.84,0.0,2005-09-09 09:51:00
DCA_PIT_85112,2005,3,28,1,16:00,17:01,61,DCA,PIT,205,13743,10,65,3,38.52,-77.02,+5,+5,28-3-2005,2005-03-28 16:00:00,0,2005-03-28 17:01:00,28-03-2005 17:01,28-03-2005,09:51,OVC004,2SM,46.0,45.0,96.0,9.0,050,0.0,29.54,0.16,2005-03-28 09:51:00,28-03-2005,09:51,OVC004,2SM,46.0,45.0,96.0,9.0,050,0.0,29.54,0.16,2005-03-28 09:51:00
ATL_AUS_86702,2005,9,17,6,11:02,12:17,135,ATL,AUS,813,13874,971,1026,974,33.38,-84.26,+5,+6,17-9-2005,2005-09-17 11:02:00,-60,2005-09-17 12:17:00,17-09-2005 12:17,17-09-2005,09:51,FEW012 SCT090 SCT250,7SM,76.0,70.0,82.0,6.0,300,0.0,29.05,0.0,2005-09-17 09:51:00,17-09-2005,09:51,FEW012 SCT090 SCT250,7SM,76.0,70.0,82.0,6.0,300,0.0,29.05,0.0,2005-09-17 09:51:00
